Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
25664;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;21/152 TEMACO;2021-08-16;147.45;147.45;0.0;0.0;21/152;;A;8;2021;3;3;AC
25664;601910L;EMBALLAGE CONSERVERIE;CONSERVERIE;21/152 TEMACO;2021-08-16;737.24;884.69;0.0;0.0;21/152;;A;8;2021;3;3;AC
25664;401071L;TEMACO;TEMACO;21/152 TEMACO;2021-08-16;0.0;0.0;884.69;884.69;21/152;;A;8;2021;3;3;AC
25663;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;137 MANGER BIO 3 FACTURE;2021-08-16;0.0;0.0;2391.11;2391.11;VIR;VIR;K;8;2021;3;3;CC
25663;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;137 MANGER BIO 3 FACTURE;2021-08-16;2391.11;2391.11;0.0;0.0;VIR;VIR;K;8;2021;3;3;CC
25801;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;SEIMANDI G.;2021-08-16;0.0;0.0;84.4;84.4;1280248;CHQ;K;8;2021;3;3;CC
25827;401021L;EDF;EDF;EDF 21/164;2021-08-16;0.0;0.0;1434.03;1434.03;21/164;;A;8;2021;3;3;AC
25973;412004L;GAEC NM BIO;GAEC NM BIO;F2020 MATHIEU F 21 ET 25;2021-08-16;0.0;0.0;677.9;677.9;F2020 MATHIEU;;A;8;2021;3;3;CC
25798;401025L;E, F DIVERS;E, F DIVERS;FOIN DE CRAU 21/159;2021-08-16;0.0;0.0;122.48;122.48;21/159;;A;8;2021;3;3;AC
25798;602102L;FOURRAGE, PAILLE & CEREALES;ANIMAUX;FOIN DE CRAU 21/159;2021-08-16;102.07;122.48;0.0;0.0;21/159;;A;8;2021;3;3;AC
25798;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;FOIN DE CRAU 21/159;2021-08-16;20.41;20.41;0.0;0.0;21/159;;A;8;2021;3;3;AC
25799;401025L;E, F DIVERS;E, F DIVERS;E- F DIVERS;2021-08-16;122.48;122.48;0.0;0.0;1280247;CHQ;A;8;2021;3;3;CC
25799;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;FOIN DE CRAU FICELLES;2021-08-16;0.0;0.0;122.48;122.48;1280247;CHQ;K;8;2021;3;3;CC
25800;401067L;SEIMANDI G.;SEIMANDI G.;SEIMANDI 21/160;2021-08-16;0.0;0.0;84.4;84.4;21/160;;A;8;2021;3;3;AC
25800;601900L;INGREDIENTS CONSERVERIE;CONSERVERIE;SEIMANDI 21/160;2021-08-16;80.0;84.4;0.0;0.0;21/160;;A;8;2021;3;3;AC
25973;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;F2020 MATHIEU F 21 ET 25;2021-08-16;677.9;677.9;0.0;0.0;F2020 MATHIEU;;K;8;2021;3;3;CC
25681;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;448 SUPER U CBA;2021-08-17;82.67;82.67;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25969;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PROLONGOMAI INVESTISSEMEN;2021-08-17;2500.0;2500.0;0.0;0.0;PROLONGOMAI INV;;K;8;2021;3;3;CC
25969;451010J;PRO LONGO MAI;PRO LONGO MAI;PROLONGOMAI INVESTISSEMEN;2021-08-17;0.0;0.0;2500.0;2500.0;PROLONGOMAI INV;;K;8;2021;3;3;CC
25831;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;ANTARGAZ 21/166;2021-08-17;188.5;188.5;0.0;0.0;21/166;;A;8;2021;3;3;AC
25831;606103L;GAZ AGRICOLE;GAZ;ANTARGAZ 21/166;2021-08-17;942.49;1130.99;0.0;0.0;21/166;;A;8;2021;3;3;AC
25831;401005L;A DIVERS;A DIVERS;ANTARGAZ 21/166;2021-08-17;0.0;0.0;1130.99;1130.99;21/166;;A;8;2021;3;3;AC
25681;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;448 SUPER U CBA;2021-08-17;0.0;0.0;82.67;82.67;CBA;CBA;K;8;2021;3;3;CC
25683;606300K;FOURNITURES COMMUN.;MATERIEL;450 MR BRICOLAGE CBA;2021-08-17;36.5;36.5;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25683;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;450 MR BRICOLAGE CBA;2021-08-17;0.0;0.0;36.5;36.5;CBA;CBA;K;8;2021;3;3;CC
25690;401030L;G, H DIVERS;G, H DIVERS;GILAC 21/154;2021-08-18;0.0;0.0;253.12;253.12;21/154;;A;8;2021;3;3;AC
25971;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE 183B SFR;2021-08-18;0.0;0.0;15.0;15.0;PRE;PRE;K;8;2021;3;3;CC
25972;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;183C SFR PRE;2021-08-18;15.0;15.0;0.0;0.0;PRE;PRE;K;8;2021;3;3;CC
25690;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;GILAC 21/154;2021-08-18;42.2;42.2;0.0;0.0;21/154;;A;8;2021;3;3;AC
25684;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;451 STATION U CBA;2021-08-18;0.0;0.0;50.01;50.01;CBA;CBA;K;8;2021;3;3;CC
25684;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;451 STATION U CBA;2021-08-18;50.01;50.01;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25972;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;183C SFR PRE;2021-08-18;0.0;0.0;15.0;15.0;PRE;PRE;K;8;2021;3;3;CC
25971;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;PRE 183B SFR;2021-08-18;15.0;15.0;0.0;0.0;PRE;PRE;K;8;2021;3;3;CC
25690;601920L;MATERIEL CONSERVERIE;CONSERVERIE;GILAC 21/154;2021-08-18;210.92;253.12;0.0;0.0;21/154;;A;8;2021;3;3;AC
25691;401030L;G, H DIVERS;G, H DIVERS;GILAC CBA;2021-08-18;253.12;253.12;0.0;0.0;CBA;CBA;A;8;2021;3;3;CC
25691;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;GILAC CBA;2021-08-18;0.0;0.0;253.12;253.12;CBA;CBA;K;8;2021;3;3;CC
25692;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;457 SNCF CBA;2021-08-18;5.7;5.7;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25692;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;457 SNCF CBA;2021-08-18;0.0;0.0;5.7;5.7;CBA;CBA;K;8;2021;3;3;CC
25952;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;CARTIER GOURGONNIER 21/22;2021-08-19;0.0;0.0;41.26;41.26;21/22;;A;8;2021;3;3;VE
25954;412007L;JARDIN DU PAPET;JARDIN DU PAPET;F21/23 JARDIN DU PAPET;2021-08-19;72.0;72.0;0.0;0.0;F21/23 PAPET;;A;8;2021;3;3;VE
25954;445716L;TVA COLLECTEE 20%;TVA COLLECTEE 20%;F21/23 JARDIN DU PAPET;2021-08-19;0.0;0.0;12.0;12.0;F21/23 PAPET;;A;8;2021;3;3;VE
25952;703001L;CONSERVES 5.5%;CONSERVES 5.5%;CARTIER GOURGONNIER 21/22;2021-08-19;0.0;0.0;750.1;791.36;21/22;;A;8;2021;3;3;VE
25952;411001L;MAS DE GOURGONNIER;MAS DE GOURGONNIER;CARTIER GOURGONNIER 21/22;2021-08-19;791.36;791.36;0.0;0.0;21/22;;A;8;2021;3;3;VE
25954;706110L;LOCATION CONSERVERIE 20%;LOCATION CONSERVERIE 20%;F21/23 JARDIN DU PAPET;2021-08-19;0.0;0.0;60.0;72.0;F21/23 PAPET;;A;8;2021;3;3;VE
25685;606803K;SANTE;ENTRETIEN PERSONNEL;452 PHARMACIE DES ALPILLE;2021-08-19;44.85;44.85;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25685;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;452 PHARMACIE DES ALPILLE;2021-08-19;0.0;0.0;44.85;44.85;CBA;CBA;K;8;2021;3;3;CC
25687;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;454 SUPER U CBA;2021-08-19;0.0;0.0;45.68;45.68;CBA;CBA;K;8;2021;3;3;CC
25687;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;454 SUPER U CBA;2021-08-19;45.68;45.68;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25686;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;453 BELVIBIO CBA;2021-08-19;28.0;28.0;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25686;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;453 BELVIBIO CBA;2021-08-19;0.0;0.0;28.0;28.0;CBA;CBA;K;8;2021;3;3;CC
25658;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;14 CHQS PAIN JUIN;2021-08-20;432.4;432.4;0.0;0.0;14 CHQS PAIN JU;;K;8;2021;3;3;CC
25660;411000L;CLIENTS DIVERS;CLIENTS DIVERS;9CHQS PAIN JUILLET;2021-08-20;0.0;0.0;357.6;357.6;9CHQS PAIN JL;;A;8;2021;3;3;CC
25660;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;9CHQS PAIN JUILLET;2021-08-20;357.6;357.6;0.0;0.0;9CHQS PAIN JL;;K;8;2021;3;3;CC
25848;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;LES TONTONS SARL   CHQ;2021-08-20;347.47;347.47;0.0;0.0;CHQ;CHQ;K;8;2021;3;3;CC
25662;411000L;CLIENTS DIVERS;CLIENTS DIVERS;24 CHQS MARCHES;2021-08-20;0.0;0.0;871.95;871.95;24 CHQS MARCHES;;A;8;2021;3;3;CC
25848;411000L;CLIENTS DIVERS;CLIENTS DIVERS;LES TONTONS SARL   CHQ;2021-08-20;0.0;0.0;347.47;347.47;CHQ;CHQ;A;8;2021;3;3;CC
25662;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;24 CHQS MARCHES;2021-08-20;871.95;871.95;0.0;0.0;24 CHQS MARCHES;;K;8;2021;3;3;CC
25688;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;455 LE CRIQUET CBA;2021-08-20;52.4;52.4;0.0;0.0;CBA;CBA;K;8;2021;3;3;CC
25688;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;455 LE CRIQUET CBA;2021-08-20;0.0;0.0;52.4;52.4;CBA;CBA;K;8;2021;3;3;CC
25658;411000L;CLIENTS DIVERS;CLIENTS DIVERS;14 CHQS PAIN JUIN;2021-08-20;0.0;0.0;432.4;432.4;14 CHQS PAIN JU;;A;8;2021;3;3;CC
25656;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;9 CHQS PAIN MAI;2021-08-20;325.2;325.2;0.0;0.0;9 CHQS PAIN MAI;;K;8;2021;3;3;CC
25656;411000L;CLIENTS DIVERS;CLIENTS DIVERS;9 CHQS PAIN MAI;2021-08-20;0.0;0.0;325.2;325.2;9 CHQS PAIN MAI;;A;8;2021;3;3;CC
25654;411000L;CLIENTS DIVERS;CLIENTS DIVERS;DOMAINE MIOLANNE  DEROCHE;2021-08-20;0.0;0.0;311.42;311.42;CHQ;CHQ;A;8;2021;3;3;CC
26206;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;TEMACO 21/198;2021-08-20;248.1;248.1;0.0;0.0;21/198;;A;8;2021;3;3;AC
26206;601910L;EMBALLAGE CONSERVERIE;CONSERVERIE;TEMACO 21/198;2021-08-20;1240.48;1488.58;0.0;0.0;21/198;;A;8;2021;3;3;AC
26206;401071L;TEMACO;TEMACO;TEMACO 21/198;2021-08-20;0.0;0.0;1488.58;1488.58;21/198;;A;8;2021;3;3;AC
25457;412000L;CLIENTS CONSERVERIE;CLIENTS CONSERVERIE;LE JARDIN DE GAIA 21/17;2021-08-20;0.0;0.0;1128.0;1128.0;LE JARDIN DE GA;;A;8;2021;3;3;CC
25653;411001L;MAS DE GOURGONNIER;MAS DE GOURGONNIER;CARTIER- MAS GOURGONNIER;2021-08-20;0.0;0.0;1092.78;1092.78;CHQ;CHQ;A;8;2021;3;3;CC
