Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
27390;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;60 BELVIBIO;2022-06-28;27.87;27.87;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27390;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;60 BELVIBIO;2022-06-28;0.0;0.0;27.87;27.87;CBA;CBA;K;6;2022;2;3;CCM
27391;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;61 SNCF;2022-06-28;199.3;199.3;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27391;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;61 SNCF;2022-06-28;0.0;0.0;199.3;199.3;CBA;CBA;K;6;2022;2;3;CCM
27392;401033L;INTERMARCHE;INTERMARCHE;159/22 INTERSTATION;2022-06-28;0.0;0.0;121.3;121.3;159/22;;A;6;2022;2;3;AC
27392;624800L;CARBURANTS AGRICOLE;CARBURANTS;159/22 INTERSTATION;2022-06-28;101.08;121.3;0.0;0.0;159/22;;A;6;2022;2;3;AC
27392;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;159/22 INTERSTATION;2022-06-28;20.22;20.22;0.0;0.0;159/22;;A;6;2022;2;3;AC
27393;401033L;INTERMARCHE;INTERMARCHE;159/22 INTERSTATION;2022-06-28;121.3;121.3;0.0;0.0;CBA;CBA;A;6;2022;2;3;CCM
27393;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;159/22 INTERSTATION;2022-06-28;0.0;0.0;121.3;121.3;CBA;CBA;K;6;2022;2;3;CCM
27394;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;23 SFR;2022-04-20;15.0;15.0;0.0;0.0;PRE;PRE;K;4;2022;2;2;CC
27394;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;23 SFR;2022-04-20;0.0;0.0;15.0;15.0;;PRE;K;4;2022;2;2;CC
27395;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;LE COULIN***********;2022-04-20;20.2;20.2;0.0;0.0;CBA;CBA;K;4;2022;2;2;CC
27395;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;LE COULIN ***************;2022-04-20;0.0;0.0;20.2;20.2;;CBA;K;4;2022;2;2;CC
27396;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ERREUR RAPP;2022-04-19;516.19;516.19;0.0;0.0;ERREUR RAPP;;K;4;2022;2;2;CC
27396;758000K;AUTRES PRODUITS GESTION COURANTE;AUTRES PRODUITS GESTION COURANTE;ERREUR RAPP;2022-04-19;0.0;0.0;516.19;516.19;ERREUR RAPP;;K;4;2022;2;2;CC
27397;606803K;SANTE;ENTRETIEN PERSONNEL;222 SANTE DISCOUNT;2022-04-21;24.33;24.33;0.0;0.0;;CBA;K;4;2022;2;2;CC
27397;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;222 SANTE DISCOUNT;2022-04-21;0.0;0.0;24.33;24.33;;CBA;K;4;2022;2;2;CC
27398;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;AREA;2022-04-22;6.1;6.1;0.0;0.0;;CBA;K;4;2022;2;2;CC
27398;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;AREA;2022-04-22;0.0;0.0;6.1;6.1;;CBA;K;4;2022;2;2;CC
27399;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;215A FHAIN KREUZBERG;2022-04-22;12.0;12.0;0.0;0.0;CBA;CBA;K;4;2022;2;2;CC
27399;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;215A FHAIN KREUZBERG;2022-04-22;0.0;0.0;12.0;12.0;;CBA;K;4;2022;2;2;CC
27400;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;FREE MOBILE;2022-04-25;19.99;19.99;0.0;0.0;CBA;CBA;K;4;2022;2;2;CC
27400;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;FREE*********************;2022-04-25;0.0;0.0;19.99;19.99;;CBA;K;4;2022;2;2;CC
27401;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;24 SFR;2022-04-28;15.4;15.4;0.0;0.0;;CBA;K;4;2022;2;2;CC
27401;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;24 SFR;2022-04-28;0.0;0.0;15.4;15.4;;CBA;K;4;2022;2;2;CC
27402;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;ABO COOP ACCESS COMPTES;2022-05-03;16.0;16.0;0.0;0.0;PRE;PRE;K;5;2022;2;2;CC
27402;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ABO COOP ACCESS COMPTES;2022-05-03;0.0;0.0;16.0;16.0;PRE;PRE;K;5;2022;2;2;CC
27403;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;SUPER U *****************;2022-05-03;66.51;66.51;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27403;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;SUPER U *****************;2022-05-03;0.0;0.0;66.51;66.51;CBA;CBA;K;5;2022;2;2;CC
27404;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;FREE MOBILE;2022-05-03;20.13;20.13;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27404;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;FREE MOBILE *************;2022-05-03;0.0;0.0;20.13;20.13;CBA;CBA;K;5;2022;2;2;CC
27405;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;SNCF JOH***********;2022-05-10;101.9;101.9;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27405;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;SNCF ********************;2022-05-10;0.0;0.0;101.9;101.9;CBA;CBA;K;5;2022;2;2;CC
27406;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;25 SFR MOBILE;2022-05-18;20.97;20.97;0.0;0.0;PRE;PRE;K;5;2022;2;2;CC
27406;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;25 SFR MOBILE;2022-05-18;0.0;0.0;20.97;20.97;PRE;PRE;K;5;2022;2;2;CC
27407;606300K;FOURNITURES COMMUN.;MATERIEL;395 REXEL;2022-05-18;60.94;60.94;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27407;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;395 REXEL;2022-05-18;0.0;0.0;60.94;60.94;CBA;CBA;K;5;2022;2;2;CC
27408;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;CHEZ MIMILE JOH**********;2022-05-19;24.5;24.5;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27408;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;CHEZ MIMILE *************;2022-05-19;0.0;0.0;24.5;24.5;CBA;CBA;K;5;2022;2;2;CC
27409;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;26 SFR MOBILE;2022-05-30;15.0;15.0;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27409;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;26 SFR MOBILE;2022-05-30;0.0;0.0;15.0;15.0;CBA;CBA;K;5;2022;2;2;CC
27410;445830L;TVA A REMBOURSER;TVA A REMBOURSER;REMB TVA;2022-05-24;0.0;0.0;8611.0;8611.0;REMB TVA;;A;5;2022;2;2;CC
27410;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;REMB TVA;2022-05-24;8611.0;8611.0;0.0;0.0;REMB TVA;;K;5;2022;2;2;CC
27411;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;SUPER U *****************;2022-05-30;56.41;56.41;0.0;0.0;CBA;CBA;K;5;2022;2;2;CC
27411;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;SUPER U *****************;2022-05-30;0.0;0.0;56.41;56.41;CBA;CBA;K;5;2022;2;2;CC
27412;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;ABO COOP ACCESS COMPTES;2022-06-03;16.0;16.0;0.0;0.0;PRE;PRE;K;6;2022;2;3;CC
27412;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ABO COOP ACCESS COMPTES;2022-06-03;0.0;0.0;16.0;16.0;PRE;PRE;K;6;2022;2;3;CC
27413;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;FRAIS VIREMENT SEPA;2022-06-07;0.2;0.2;0.0;0.0;PRE;PRE;K;6;2022;2;3;CC
27413;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;FRAIS VIREMENT SEPA;2022-06-07;0.0;0.0;0.2;0.2;PRE;PRE;K;6;2022;2;3;CC
27414;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;297 FREE MOBILE;2022-06-03;20.13;20.13;0.0;0.0;CBA;CBA;K;6;2022;2;3;CC
27414;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;297 FREE MOBILE;2022-06-03;0.0;0.0;20.13;20.13;CBA;CBA;K;6;2022;2;3;CC
27415;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;27 SFR MOBILE;2022-06-20;31.32;31.32;0.0;0.0;PRE;PRE;K;6;2022;2;3;CC
27415;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;27 SFR MOBILE;2022-06-20;0.0;0.0;31.32;31.32;PRE;PRE;K;6;2022;2;3;CC
27416;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;28 SFR MOBILE;2022-06-29;15.0;15.0;0.0;0.0;PRE;PRE;K;6;2022;2;3;CC
27416;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;28 SFR MOBILE;2022-06-29;0.0;0.0;15.0;15.0;PRE;PRE;K;6;2022;2;3;CC
27417;606808K;BOISSON;VIE COMMUNAUTAIRE;71 MAS DE GOURGONNIER;2022-06-29;74.82;74.82;0.0;0.0;1336350;CHQ;K;6;2022;2;3;CCM
27417;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;71 MAS DE GOURGONNIER;2022-06-29;0.0;0.0;74.82;74.82;1336350;CHQ;K;6;2022;2;3;CCM
27418;602104K;ALIMENTATION ANIMAUX COMM;ANIMAUX;72 OMAG SAP;2022-07-03;86.0;86.0;0.0;0.0;1345401;CHQ;K;7;2022;3;3;CCM
27418;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;72 OMAG SAP;2022-07-03;0.0;0.0;86.0;86.0;1345401;CHQ;K;7;2022;3;3;CCM
27419;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;73 PROVENCE FACTORIZ;2022-06-28;116.0;116.0;0.0;0.0;VIR;VIR;K;6;2022;2;3;CCM
27419;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;73 PROVENCE FACTORIZ;2022-06-28;0.0;0.0;116.0;116.0;VIR;VIR;K;6;2022;2;3;CCM
27420;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;62 SNCF;2022-06-29;7.1;7.1;0.0;0.0;CBA;CBA;K;6;2022;2;3;CCM
27420;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;62 SNCF;2022-06-29;0.0;0.0;7.1;7.1;CBA;CBA;K;6;2022;2;3;CCM
27422;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;64 COULIN PAIN;2022-07-01;27.0;27.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27422;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;64 COULIN PAIN;2022-07-01;0.0;0.0;27.0;27.0;CBA;CBA;K;7;2022;3;3;CCM
27423;618100K;DOCUMENTATION GENERALE COMMUN.;ENTRETIEN PERSONNEL;65 LES GRANDES LARGEURS;2022-07-02;39.4;39.4;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27423;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;65 LES GRANDES LARGEURS;2022-07-02;0.0;0.0;39.4;39.4;CBA;CBA;K;7;2022;3;3;CCM
27424;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;66 INTERSTATION;2022-07-02;70.36;70.36;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27424;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;66 INTERSTATION;2022-07-02;0.0;0.0;70.36;70.36;CBA;CBA;K;7;2022;3;3;CCM
27425;602104K;ALIMENTATION ANIMAUX COMM;ANIMAUX;67 PAIN POULES;2022-07-02;2.0;2.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27425;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;67 PAIN POULES;2022-07-02;0.0;0.0;2.0;2.0;CBA;CBA;K;7;2022;3;3;CCM
27426;606803K;SANTE;ENTRETIEN PERSONNEL;68 PHARMACIE DES ALPILLES;2022-07-02;45.59;45.59;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27426;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;68 PHARMACIE DES ALPILLES;2022-07-02;0.0;0.0;45.59;45.59;CBA;CBA;K;7;2022;3;3;CCM
27427;401009L;BRICOMARCHE;BRICOMARCHE;159/22 BRICOMARCHE;2022-06-29;0.0;0.0;35.6;35.6;159/22;;A;6;2022;2;3;AC
27427;606300L;FOURNITURES AGRI.;MATERIEL;159/22 BRICOMARCHE;2022-06-29;29.67;35.6;0.0;0.0;159/22;;A;6;2022;2;3;AC
27427;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;159/22 BRICOMARCHE;2022-06-29;5.93;5.93;0.0;0.0;159/22;;A;6;2022;2;3;AC
27428;401009L;BRICOMARCHE;BRICOMARCHE;159/22 BRICOMARCHE;2022-06-29;35.6;35.6;0.0;0.0;CBA;CBA;A;6;2022;2;3;CCM
27428;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;159/22 BRICOMARCHE;2022-06-29;0.0;0.0;35.6;35.6;CBA;CBA;K;6;2022;2;3;CCM
27429;401055L;OMAG;OMAG;160/22 OMAG SAP;2022-06-29;0.0;0.0;20.0;20.0;160/22;;A;6;2022;2;3;AC
27429;606300L;FOURNITURES AGRI.;MATERIEL;160/22 OMAG SAP;2022-06-29;16.67;20.0;0.0;0.0;160/22;;A;6;2022;2;3;AC
27429;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;160/22 OMAG SAP;2022-06-29;3.33;3.33;0.0;0.0;160/22;;A;6;2022;2;3;AC
27430;401055L;OMAG;OMAG;160/22 OMAG SAP;2022-06-29;20.0;20.0;0.0;0.0;CBA;CBA;A;6;2022;2;3;CCM
27430;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;160/22 OMAG SAP;2022-06-29;0.0;0.0;20.0;20.0;CBA;CBA;K;6;2022;2;3;CCM
27431;401026L;FARSY;FARSY;161/22 FARSY DEMAR DUCATO;2022-07-01;0.0;0.0;349.45;349.45;161/22;;A;7;2022;3;3;AC
27431;615502L;ENTRETIEN, REPA VEHICULES AGRI.;VEHICULES;161/22 FARSY DEMAR DUCATO;2022-07-01;291.21;349.45;0.0;0.0;161/22;;A;7;2022;3;3;AC
27431;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;161/22 FARSY DEMAR DUCATO;2022-07-01;58.24;58.24;0.0;0.0;161/22;;A;7;2022;3;3;AC
27432;401026L;FARSY;FARSY;161/22 FARSY DEMAR DUCATO;2022-07-01;349.45;349.45;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27432;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;161/22 FARSY DEMAR DUCATO;2022-07-01;0.0;0.0;349.45;349.45;CBA;CBA;K;7;2022;3;3;CCM
27433;401048L;PROVENCE MATERIAUX;PROVENCE MATERIAUX;162/22 PROVENCE MATERIAUX;2022-07-01;0.0;0.0;143.94;143.94;162/22;;A;7;2022;3;3;AC
27433;601921L;ENTRETIEN CONSERVERIE;CONSERVERIE;162/22 PROVENCE MATERIAUX;2022-07-01;119.95;143.94;0.0;0.0;162/22;;A;7;2022;3;3;AC
27433;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;162/22 PROVENCE MATERIAUX;2022-07-01;23.99;23.99;0.0;0.0;162/22;;A;7;2022;3;3;AC
27434;401048L;PROVENCE MATERIAUX;PROVENCE MATERIAUX;162/22 PROVENCE MATERIAU;2022-07-04;143.94;143.94;0.0;0.0;1345403;CHQ;A;7;2022;3;3;CCM
27434;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;162/22 PROVENCE MATERIAU;2022-07-04;0.0;0.0;143.94;143.94;1345403;CHQ;K;7;2022;3;3;CCM
27435;401069L;ANTARGAZ;ANTARGAZ;163/22 ANTARGAZ;2022-06-24;0.0;0.0;624.54;624.54;163/22;;A;6;2022;2;3;AC
27435;606103L;GAZ AGRICOLE;GAZ;163/22 ANTARGAZ;2022-06-24;520.45;624.54;0.0;0.0;163/22;;A;6;2022;2;3;AC
27435;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;163/22 ANTARGAZ;2022-06-24;104.09;104.09;0.0;0.0;163/22;;A;6;2022;2;3;AC
27436;401069L;ANTARGAZ;ANTARGAZ;163/22 ANTARGAZ;2022-07-04;624.54;624.54;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27436;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;163/22 ANTARGAZ;2022-07-04;0.0;0.0;624.54;624.54;CBA;CBA;K;7;2022;3;3;CCM
27437;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;69 ASF PEAGE;2022-07-01;4.6;4.6;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27437;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;69 ASF PEAGE;2022-07-01;0.0;0.0;4.6;4.6;CBA;CBA;K;7;2022;3;3;CCM
27438;618100K;DOCUMENTATION GENERALE COMMUN.;ENTRETIEN PERSONNEL;70 CHARLIE JAZZ;2022-07-01;62.0;62.0;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27438;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;70 CHARLIE JAZZ;2022-07-01;0.0;0.0;62.0;62.0;CBA;CBA;K;7;2022;3;3;CCM
27439;401054L;QUEROL;QUEROL;164/22 QUEROL;2022-06-30;0.0;0.0;45.36;45.36;164/22;;A;6;2022;2;3;AC
27439;615503L;ENTRETIEN MATERIEL AGRI.;MATERIEL;164/22 QUEROL;2022-06-30;37.8;45.36;0.0;0.0;164/22;;A;6;2022;2;3;AC
27439;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;164/22 QUEROL;2022-06-30;7.56;7.56;0.0;0.0;164/22;;A;6;2022;2;3;AC
27440;401054L;QUEROL;QUEROL;164/22 QUEROL;2022-07-04;45.36;45.36;0.0;0.0;VIR;VIR;A;7;2022;3;3;CCM
27440;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;164/22 QUEROL;2022-07-04;0.0;0.0;45.36;45.36;VIR;VIR;K;7;2022;3;3;CCM
27441;401052L;PRO NATURA;PRO NATURA;165/22 PRO NATURA;2022-06-23;0.0;0.0;111.71;111.71;165/22;;A;6;2022;2;3;AC
27441;601900L;INGREDIENTS CONSERVERIE;CONSERVERIE;165/22 PRO NATURA;2022-06-23;105.86;111.71;0.0;0.0;165/22;;A;6;2022;2;3;AC
27441;445660L;TVA SUR ACHATS 5.5%;TVA SUR ACHATS 5.5%;165/22 PRO NATURA;2022-06-23;5.85;5.85;0.0;0.0;165/22;;A;6;2022;2;3;AC
27442;401052L;PRO NATURA;PRO NATURA;165/22 PRO NATURA;2022-07-04;111.71;111.71;0.0;0.0;VIR;VIR;A;7;2022;3;3;CCM
27442;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;165/22 PRO NATURA;2022-07-04;0.0;0.0;111.71;111.71;VIR;VIR;K;7;2022;3;3;CCM
27443;401016L;C DIVERS;C DIVERS;166/22 CORA STATION;2022-07-05;0.0;0.0;138.35;138.35;166/22;;A;7;2022;3;3;AC
27443;624800L;CARBURANTS AGRICOLE;CARBURANTS;166/22 CORA STATION;2022-07-05;115.29;138.35;0.0;0.0;166/22;;A;7;2022;3;3;AC
27443;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;166/22 CORA STATION;2022-07-05;23.06;23.06;0.0;0.0;166/22;;A;7;2022;3;3;AC
27444;401016L;C DIVERS;C DIVERS;166/22 CORA STATION;2022-07-05;138.35;138.35;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27444;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;166/22 CORA STATION;2022-07-05;0.0;0.0;138.35;138.35;CBA;CBA;K;7;2022;3;3;CCM
27445;401056L;O, P, Q DIVERS;O, P, Q DIVERS;167/22 PLEIN CIEL;2022-07-06;0.0;0.0;52.01;52.01;167/22;;A;7;2022;3;3;AC
27445;606300L;FOURNITURES AGRI.;MATERIEL;167/22 PLEIN CIEL;2022-07-06;43.34;52.01;0.0;0.0;167/22;;A;7;2022;3;3;AC
27445;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;167/22 PLEIN CIEL;2022-07-06;8.67;8.67;0.0;0.0;167/22;;A;7;2022;3;3;AC
27446;401056L;O, P, Q DIVERS;O, P, Q DIVERS;167/22 PLEIN CIEL ETIQUET;2022-07-06;52.01;52.01;0.0;0.0;CBA;CBA;A;7;2022;3;3;CCM
27446;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;167/22 PLEIN CIEL ETIQUET;2022-07-06;0.0;0.0;52.01;52.01;CBA;CBA;K;7;2022;3;3;CCM
27447;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;71 SNCF;2022-07-03;70.9;70.9;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27447;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;71 SNCF;2022-07-03;0.0;0.0;70.9;70.9;CBA;CBA;K;7;2022;3;3;CCM
27448;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;STATION U;2022-07-04;75.12;75.12;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27448;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;STATION U;2022-07-04;0.0;0.0;75.12;75.12;CBA;CBA;K;7;2022;3;3;CCM
27449;606803K;SANTE;ENTRETIEN PERSONNEL;73 PHARMACIE DES MANADES;2022-07-04;31.05;31.05;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27449;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;73 PHARMACIE DES MANADES;2022-07-04;0.0;0.0;31.05;31.05;CBA;CBA;K;7;2022;3;3;CCM
27450;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;74 LOU CIGALOUN TABAC;2022-07-04;14.7;14.7;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27450;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;74 LOU CIGALOUN TABAC;2022-07-04;0.0;0.0;14.7;14.7;CBA;CBA;K;7;2022;3;3;CCM
27451;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;75 SNCF;2022-07-04;12.4;12.4;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27451;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;75 SNCF;2022-07-04;0.0;0.0;12.4;12.4;CBA;CBA;K;7;2022;3;3;CCM
27452;626100K;FRAIS POSTAUX COMMUN.;FRAIS ADMINISTRATIFS;76 LA POSTE;2022-07-06;5.75;5.75;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27452;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;76 LA POSTE;2022-07-06;0.0;0.0;5.75;5.75;CBA;CBA;K;7;2022;3;3;CCM
27453;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;77 BELVIBIO;2022-07-06;25.35;25.35;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27453;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;77 BELVIBIO;2022-07-06;0.0;0.0;25.35;25.35;CBA;CBA;K;7;2022;3;3;CCM
27454;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;78 INTERSTATION;2022-07-06;80.01;80.01;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27454;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;78 INTERSTATION;2022-07-06;0.0;0.0;80.01;80.01;CBA;CBA;K;7;2022;3;3;CCM
27455;606803K;SANTE;ENTRETIEN PERSONNEL;79 PHARMACIE DES ATELIERS;2022-07-06;28.2;28.2;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27455;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;79 PHARMACIE DES ATELIERS;2022-07-06;0.0;0.0;28.2;28.2;CBA;CBA;K;7;2022;3;3;CCM
27456;606803K;SANTE;ENTRETIEN PERSONNEL;80 PHARMACIE DES ALPILLES;2022-07-06;12.9;12.9;0.0;0.0;CBA;CBA;K;7;2022;3;3;CCM
27456;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;80 PHARMACIE DES ALPILLES;2022-07-06;0.0;0.0;12.9;12.9;CBA;CBA;K;7;2022;3;3;CCM
27457;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;74 SUPER U;2022-07-03;87.82;87.82;0.0;0.0;1345402;CHQ;K;7;2022;3;3;CCM
27457;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;74 SUPER U;2022-07-03;0.0;0.0;87.82;87.82;1345402;CHQ;K;7;2022;3;3;CCM
27458;604001K;VETERINAIRE COMMUNAUTAIRE;ANIMAUX;75 VETERINAIRE DE LA CRAU;2022-07-05;139.0;139.0;0.0;0.0;1345404;CHQ;K;7;2022;3;3;CCM
27458;512115J;CREDIT MUTUEL COURANT;CREDIT MUTUEL COURANT;75 VETERINAIRE DE LA CRAU;2022-07-05;0.0;0.0;139.0;139.0;1345404;CHQ;K;7;2022;3;3;CCM
27459;401056L;O, P, Q DIVERS;O, P, Q DIVERS;168/22 PEKTUS HANGAR SEM.;2022-04-22;0.0;0.0;1636.13;1636.13;168/22;;A;4;2022;2;2;AC
27459;606300L;FOURNITURES AGRI.;MATERIEL;168/22 PEKTUS HANGAR SEM.;2022-04-22;1363.44;1636.13;0.0;0.0;168/22;;A;4;2022;2;2;AC
27459;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;168/22 PEKTUS HANGAR SEM.;2022-04-22;272.69;272.69;0.0;0.0;168/22;;A;4;2022;2;2;AC
